hashtag,GRUENE,LINKE,CDUCSU,SPD,AFD,FDP
#hpbaxxter,0,1,0,0,0,0
#humanity,0,0,0,0,0,1
#humanright,0,0,0,0,0,1
#humanrights,0,0,0,2,0,0
#hungary,1,0,0,0,0,0
#hurrawirverblöden,0,0,0,0,1,0
#hyperhyper,0,1,0,0,0,0
#hälftedermacht,1,0,0,0,0,0
#höchst,0,0,0,0,1,0
#idahobit,0,0,0,1,0,0
#idahobit2021,0,0,0,1,0,0
#ideologie,0,0,0,0,2,0
#idz,0,0,0,0,1,0
#igf2018,0,1,0,0,0,0
#ilmenau,0,0,0,0,1,0
#imgleichschrittmarsch,0,0,0,0,1,0
#indymedia,0,0,0,0,1,0
#inequality,1,0,0,0,0,0
#influencerin,0,0,0,0,1,0
#innen,0,0,0,0,3,0
#integrieren,0,0,0,0,1,0
#interessen,0,0,0,0,1,0
#internationalenfrauentag,0,0,0,1,0,0
#internationalwomensday,0,0,0,3,0,0
#intersexuell,0,1,0,0,0,0
#inworknopoverty,1,0,0,0,0,0
#irak,0,0,0,0,1,0
#irelandreferendum,1,0,0,0,0,0
#irfsummit2021,0,0,0,0,1,0
#irland,1,0,0,0,0,0
#irre,0,0,0,0,1,0
#irrergehtnichtmehr,0,0,0,0,1,0
#islam,0,0,0,0,1,0
#islamisierung,0,0,0,0,2,0
#islamismus,0,0,0,0,1,0
#island,0,2,0,0,0,0
#istanbulkonvention,0,0,0,1,0,0
#italien,1,0,0,0,0,0
#iwd,0,0,0,1,0,0
#iwd2018,0,0,0,1,0,1
#iwd2021,0,0,0,1,0,0
#iwf,0,0,0,0,2,0
#jahrderdemokratie,0,1,0,0,0,0
#jamaissanselles,0,0,0,2,0,0
#jarasch,0,0,0,0,1,0
#jesus,0,0,1,0,1,0
#jfvonheute,0,0,0,0,1,0
#ju,0,0,0,1,0,0
#jugend,0,0,0,0,1,0
#julis,0,0,0,0,1,0
#jusos,0,0,1,0,0,0
#justizministerin,0,0,1,0,0,0
#justizministerium,0,0,0,0,1,0
#justno,0,1,0,0,0,0
#justsaying,1,0,0,0,0,0
#kabulaiport,0,0,0,0,1,0
#kadın,0,1,0,0,0,0
#kampmannroth,0,0,0,2,0,0
#kandelistüberall,0,0,0,0,1,0
#kannweg,0,0,0,0,2,0
#kanzler,0,0,0,0,1,0
#kanzlerkandidatin,0,0,0,1,0,0
#kapitalismus,1,0,0,0,0,0
#karliczeknix,1,0,0,0,0,0
#karneval,0,0,0,0,2,0
#karriere,1,0,0,0,0,0
#kassel,0,0,0,0,0,1
#katholisch,0,0,1,0,1,0
#kebekus,1,0,0,0,0,0
#keingenderzwang,0,0,4,0,0,0
#keingradweiter,1,2,0,0,0,0
#ki,1,0,0,0,0,0
#kind,0,0,0,0,2,0
#kinder,0,0,0,0,2,0
#kinderarmut,1,0,0,0,0,0
#kinderinnen,0,0,0,0,2,0
#kindern,0,0,0,0,1,0
#kirche,0,0,0,0,3,0
#kita,0,1,0,0,0,0
#kitabroschüre,0,0,0,0,1,0
#klartext,0,0,0,1,0,0
#kleinermannwasnun,0,0,0,0,1,0
#klima,2,0,0,0,1,0
#klimafanatiker,0,0,0,0,1,0
#klimagerechtigkeit,1,4,0,0,0,0
#klimahysterie,0,0,0,0,1,0
#klimakrise,3,1,0,0,0,0
#klimakrisen,0,0,0,0,1,0
#klimanazis,0,0,0,0,1,0
#klimareligion,0,0,0,0,1,0
#klimaschutz,0,2,0,2,0,0
#klimasekte,0,0,0,0,1,0
#klimastreik,0,1,0,0,0,0
#klimaunsinn,0,0,0,0,1,0
#klimawahn,0,0,0,0,1,0
#klimawandel,0,0,0,0,3,0
#koalitionsvertrag,0,0,0,0,1,0
#koblenz,0,0,0,0,1,0
#konjunkturpaket,1,1,0,0,1,0
#konservativwarmal,0,0,0,0,1,0
#krampfgegenrechts,0,0,0,0,1,0
#krawallnacht,0,0,0,0,1,0
#kretschmann,0,0,0,2,0,0
#kriminalität,0,0,0,0,1,0
#ksk,0,0,0,0,2,0
#kultur,0,1,0,0,0,0
#kulturkampf,1,0,0,1,1,0
#kurtkrömer,1,0,0,0,0,0
#köln,0,0,0,0,1,0
#kühnert,0,1,0,0,0,0
#lagarde,0,0,0,0,1,0
#lambrecht,1,0,0,0,1,0
#langstreckenluisa,0,0,0,0,1,0
#le3112,1,0,0,0,0,0
#lego,0,0,0,0,2,0
#lehre,1,0,0,0,0,0
#lenin,0,0,0,0,1,0
#lesbos,0,0,0,0,1,0
#leugner,0,0,0,0,1,0
#lgbt,1,0,0,0,0,0
#lgbti,0,0,0,1,1,0
#liberalefrauen,0,0,0,0,0,1
#lieberknecht,0,0,0,0,1,0
#lieberknechtin,0,0,0,0,1,0
#lieferkettengesetz,0,1,0,0,0,0
#lindemann,0,1,0,0,0,0
#lindner,1,0,0,0,0,0
#linke,0,6,1,0,3,0
#linkebpt,0,1,0,0,0,0
#linkerfeminismus,0,2,0,0,0,0
#linkermurks,0,0,0,0,1,0
#links,0,0,0,0,3,0
#linksextremismus,0,0,0,0,1,0
#linksfraktion,0,2,0,0,0,0
#linksrotgrünerquatsch,0,0,0,0,1,0
#loblied,0,0,0,0,1,0
#lockdown,0,0,0,0,3,0
#lockdownverlaengerung,0,1,0,0,0,0
#lohnarmut,0,1,0,0,0,0
#lohngerechtigkeit,0,1,0,0,0,0
#lohnlücke,0,0,2,0,0,0
#lohnungerechtigkeit,0,0,0,1,0,0
#london,0,1,0,0,0,0
#loveislove,1,0,0,0,0,0
#lsbti,1,0,0,0,0,0
#lsbtti,1,0,0,0,0,0
#ltmv,0,0,0,0,1,0
#ltwbayern,0,0,0,0,2,0
#ltwby,0,0,0,0,2,0
#ltwby18,0,0,0,0,2,0
#ltwlsa,0,0,0,0,1,0
#ltwsa,0,1,0,0,0,0
#ltwsa21,0,0,0,0,1,0
#lufthansa,0,0,0,0,1,0
#ländlicherraum,0,0,0,0,1,0
#löschdebatte,0,0,0,0,1,0
#lübeck,0,0,1,0,1,0
#managerinnenbarometer2019,0,0,0,1,0,0
#mann,0,0,0,0,1,0
#mansplaining,0,0,0,0,1,0
#margot,1,0,0,0,0,0
#marxist,0,0,0,0,1,0
#maskulinum,0,0,0,0,1,0
#massenmigration,0,0,0,0,1,0
#mdmmus,1,0,0,0,0,0
#mdr,0,0,0,0,1,0
#medien,0,0,0,0,2,0
#medizin,0,0,0,0,1,0
#meineredezumdrittengeschlecht,0,0,0,0,1,0
#meinungsfreiheit,0,0,0,0,4,0
#menschenrechte,0,1,0,0,0,0
#menschheit,0,0,0,0,1,0
#menschrechte,1,0,0,0,0,0
#mequeer,1,0,0,0,0,0
#merkel,0,0,0,0,4,0
#merz,2,2,0,0,0,0
#metoo,0,0,0,0,1,0
#metwo,0,0,0,1,0,0
#mff,0,0,0,1,0,0
#microeconomics,1,0,0,0,0,0
#migration,0,0,0,1,2,0
#migrationspolitik,0,1,0,0,0,0
#mikroökonomie,4,0,0,0,0,0
#mindestlohn,1,0,0,0,0,0
#mini,0,0,0,0,1,0
#minister,0,1,0,0,0,0
#mint,0,0,0,0,1,1
#mintoffensive,0,0,0,0,0,1
#mitglieder,0,0,0,0,1,0
#mobbing,0,0,0,1,1,0
#mobilität,0,0,0,1,0,0
#monopoly,0,0,0,0,1,0
#motor,0,0,0,0,1,0
#msc19,0,0,0,0,0,1
#msc2019,0,0,0,0,0,1
#msm,0,0,0,0,1,0
#mukwege,0,0,0,1,0,0
#multikulti,0,0,0,0,1,0
#murad,0,0,0,1,0,0
#mussmanwissen,0,1,0,0,0,1
#mutter,0,0,0,0,2,0
#muttersprache,0,0,2,0,1,0
#mv,0,0,0,0,1,0
#myanmar,0,0,0,0,1,0
#mädchen,0,1,0,0,1,1
#männer,0,0,0,0,2,0
#nachhaltig,0,1,0,0,0,0
#nageldesign,0,0,0,0,1,0
#nahles,0,0,0,0,1,1
#nairobi,0,0,0,1,0,0
#narrenschiff,0,0,0,0,1,0
#nationalhymen,0,0,0,0,1,0
#nationalhymne,0,0,0,0,1,0
#nationalsozialismus,0,0,0,0,0,1
#naturwissenschaft,0,0,0,0,1,0
#naturwissenschaften,0,0,0,0,1,0
#nazijäger,0,0,0,0,1,0
#nba,1,0,0,0,0,0
#neokolonialismus,1,0,0,0,0,0
#netzdg,0,0,0,0,1,0
#neubauer,0,0,0,0,2,0
#neuevolkspartei,0,0,0,0,1,0
#neusprech,0,0,0,0,1,0
#neustart,0,0,1,0,0,0
#neutralitätsgebots,0,0,0,0,1,0
#nichtmehrmitgemeint,1,0,0,0,0,0
#niedergang,0,0,1,0,0,0
#niemehrcducsu,0,1,0,0,0,0
#niewiedercdu,0,0,0,0,1,0
#noafd,1,10,0,0,0,1
#nogez,0,0,0,0,1,0
#nonazis,0,1,0,0,0,0
#normal,0,0,0,1,1,0
#nowomennopeace,0,0,0,1,0,0
#nuhr,0,0,0,1,0,0
#nurdieafd,0,0,0,0,3,0
#nurnochafd,0,0,0,0,6,0
#nägelmitkoeppen,0,0,1,0,0,0
#nützlicheridiot,0,0,0,0,1,0
#oberbürgermeisterin,0,0,0,0,1,0
#ohne,0,0,0,0,1,0
#olafscholz,0,1,0,0,0,0
#oldstports,1,0,0,0,0,0
#openborderfaschos,0,0,0,0,1,0
#orban,5,1,0,0,0,0
#original,0,0,0,0,1,0
#oscars2019,0,1,0,0,0,0
#paritaetsgesetz,0,0,0,0,1,0
#parité,1,0,0,1,1,0
#paytransparency,0,0,0,1,0,0
#petition,0,0,0,0,1,0
#petitionsausschuss,0,0,1,0,0,0
#pflege,0,2,0,0,0,0
#pflegenotstand,0,1,0,0,0,0
#pflegestärken,2,0,0,0,0,0
#pharmaziestattgenderstudies,0,0,0,0,1,0
#pirat,0,0,0,0,1,0
#piraten,0,0,0,0,2,0
#piratinnen,0,0,0,0,1,0
#plenarprotokoll,0,0,0,0,1,0
#poland,1,0,0,0,0,0
#polishstonewall,1,0,0,0,0,0
#politicalcorrectness,0,0,0,0,1,0
#politics,0,0,0,1,0,0
#politik,0,2,0,2,2,0
#polizei,0,0,0,0,1,0
#polizeipraesident,0,0,0,0,1,0
#polizeipräsident,0,0,0,0,1,0
#pontius,0,0,0,0,1,0
#poverty,1,0,0,0,0,0
#prade,0,0,0,0,1,0
#prayer,0,0,0,0,1,0
#pressforprogress,0,0,0,0,0,1
#priorität,0,0,0,0,1,0
#privatisierung,0,1,0,0,0,0
#probleme,0,0,0,0,1,0
#proehrenamt,0,0,1,0,0,0
#professor,0,0,0,0,1,0
#proquote,0,2,0,0,0,0
#pseudogerchtigkeitswahn,0,0,1,0,0,0
#qualitätsmedien,0,0,0,0,1,0
#queer,0,0,0,0,1,0
#quote,0,0,0,2,0,0
#quotierung,0,0,0,0,1,0
#radeberg,0,0,0,0,1,0
#radio,0,0,0,0,1,0
#rassismus,0,1,0,0,1,0
#raubbau,1,0,0,0,0,0
#rbbfritz,0,0,1,0,0,0
#rbg,1,0,0,0,0,0
#realsatire,0,0,0,0,1,0
#rechtschreibrat,0,0,0,1,0,0
#rechtschreibung,0,0,1,0,0,0
#rechtsstaat,1,0,0,0,0,0
#rednerpult,1,0,0,0,0,0
#regenbogen,0,0,0,1,0,0
#regenbogenportal,0,0,0,0,1,0
#regierung,0,0,1,0,0,0
#regierungen,0,0,0,0,1,0
#rehau,0,0,0,0,1,0
#rememberingnene,0,3,0,0,0,0
#rente,1,1,0,1,2,0
#rentenkommission,0,0,0,1,0,0
#rentenniveau,1,0,0,1,0,0
#rentenpaygap,0,1,0,0,0,0
#renter,0,0,0,0,1,0
#rentner,0,0,0,0,1,0
#respekt,0,0,1,0,0,1
#rip,1,0,0,0,1,0
#riseupforchange,0,1,0,0,0,0
#rlp,0,0,0,0,1,0
#rtltriell,0,0,1,0,0,0
#ruck,0,0,0,0,1,0
#ruleoflaw,0,0,0,3,0,0
#rumänien,1,0,0,0,0,0
#rundunfunk,0,0,0,0,1,0
#sachengibts,1,0,0,0,0,0
#sachsen,0,0,0,0,0,1
#sachsenanhalt,0,0,0,0,1,0
#sachsenanhaltwahl,0,0,0,0,1,0
#sanktionen,0,0,0,1,0,0
#schalke04,0,0,0,1,0,0
#scholz,0,0,1,0,0,0
#schulden,0,0,0,0,1,0
#schulen,1,0,0,0,2,0
#schutzraum,0,1,0,0,0,0
#schutzsuchende,0,0,0,0,1,0
#schwarzgrün,0,0,0,0,1,0
#schweden,0,0,0,0,1,0
#schwein,0,0,0,0,1,0
#schwesig,0,0,0,0,1,0
#schöpfer,0,0,0,0,1,0
#sdg,0,0,0,1,0,0
#security,0,0,0,0,0,1
#seehofer,1,2,0,0,1,0
#servicetweet,1,1,1,0,0,0
#settele,0,0,0,0,1,0
#sexismus,1,0,0,0,1,0
#sexuellevielfalt,0,0,0,0,1,0
#shisha,0,0,0,0,1,0
#siemens,0,0,0,0,1,0
#simoneveilwouldbehappy,1,0,0,0,0,0
#singer,0,0,0,0,1,0
#skandalgedicht,0,0,0,0,1,0
#smk,0,0,0,0,0,1
#soeder,0,1,0,0,0,0
#soforthilfe,0,0,0,0,1,0
#soldat,0,0,0,0,1,0
#solidarität,0,0,0,1,1,0
#southafrica,0,2,0,0,0,0
#sowas,0,0,1,0,0,0
#sozialstaat,0,0,0,0,1,0
#sozialwissenschaften,0,0,0,0,1,0
#spd,0,1,4,2,11,1
#spinner,0,0,0,0,1,0
#sprache,1,0,0,1,0,0
#sprachebewahren,0,0,1,0,0,0
#sprachleitfaden,0,0,0,0,1,0
#sprachnachrichten,0,0,0,0,2,0
#sprachpolizei,1,0,2,0,0,0
#sprachverhunzung,0,0,1,0,0,0
#srilanka,0,0,0,0,1,0
#staatsfunk,0,0,0,0,7,0
#stadtentwicklung,1,0,0,0,0,0
#startups,1,0,0,0,0,0
#stern,0,0,0,1,0,0
#steueraussenzahler,0,0,0,0,1,0
#steuergeld,0,0,0,0,1,0
#steuergeldverschwendung,0,0,0,0,1,0
#steuerinnenzahler,0,0,0,0,3,0
#steuerpolitik,1,0,0,0,0,0
#stiftungen,0,0,0,0,1,0
#studierende,0,0,0,0,1,0
#stuttgart,0,0,1,0,1,0
#suntum,0,0,0,0,1,0
#susanna,0,0,0,0,1,0
#sweden,0,0,0,2,0,0
#syrien,0,0,0,0,1,0
#systemwechsel,0,1,0,0,0,0
#söder,0,0,0,0,2,0
#sömmerda,0,0,0,0,1,0
#tagesschau,0,0,0,0,1,0
#taggesschau,0,0,0,0,1,0
#talkshow,0,0,0,0,1,0
#tampontax,1,0,0,0,0,0
#tariftreue,1,0,0,0,0,0
#taz,0,0,0,0,1,0
#tde2020,0,1,0,0,0,0
#tdor2019,0,1,0,0,0,0
#tdov,0,1,0,0,0,0
#tdov2021,0,1,0,0,0,0
#teilhabe,0,0,1,0,0,0
#thierse,0,1,0,0,0,0
#thueringen,0,0,0,0,1,0
#tonne,0,0,0,0,1,0
#tradition,0,0,0,0,1,0
#trans,0,0,0,0,1,0
#transdayofvisibility,0,1,0,0,0,0
#transgender,0,0,0,0,1,0
#transparenz,0,0,0,0,0,1
#transsexuelle,0,0,0,0,1,0
#triell,3,0,1,1,0,0
#trudeau,0,0,0,0,1,0
#trump,0,0,0,0,1,0
#twitter,0,0,1,0,0,0
#uckermark,0,0,1,0,0,0
#uct,0,1,0,0,0,0
#ulistein,0,0,0,0,1,0
#umgarn,0,0,0,0,1,0
#umverteilung,0,1,0,0,0,0
#un,1,0,0,0,0,0
#ungarn,5,0,0,0,0,1
#ungleichheit,0,0,0,1,0,0
#union,0,0,0,1,0,0
#unisextoilette,1,0,0,0,0,0
#unisyndrom,1,0,0,0,0,0
#universitäten,1,0,0,0,0,0
#unmigrationspakt,0,0,0,0,1,0
#unmiss,1,0,0,0,0,0
#unsc,0,0,0,1,0,0
#unsr1325,1,0,0,0,0,0
#unterdurchschnittlich,1,0,0,0,0,0
#unwomen,0,0,0,1,0,0
#uploadfilter,0,0,0,0,1,0
#usa,1,0,0,0,1,0
#vae,0,1,0,0,0,0
#vater,0,0,0,0,2,0
#vds,0,0,0,0,3,0
#vegan,0,0,0,0,1,0
#verachtung,0,0,0,0,1,0
#verantwortung,1,0,0,0,0,0
#verarmung,0,0,1,0,0,0
#verbandsklagerecht,0,1,0,0,0,0
#verbotsorgien,0,0,0,0,1,0
#verbotspartei,1,0,0,0,0,0
#verbotsparteicdu,1,0,0,0,0,0
#verbotspolitik,1,0,0,0,0,0
#vereine,0,0,1,0,0,0
#verfassungswidrig,0,0,0,0,1,0
#vergewaltigt,2,0,0,0,0,0
#vergewaltigungen,0,0,0,0,1,0
#versprecher,0,0,0,1,0,0
#verteufelung,0,0,0,0,1,0
#verwahrlosung,0,0,1,0,0,0
#vielfalt,1,0,0,1,0,0
#vielzutun,0,0,0,0,1,0
#volkes,0,0,0,0,1,0
#volkspartei,0,0,1,0,0,0
#volksverdummug,0,0,0,0,1,0
#volksverhetzung,0,1,0,0,0,0
#volkswirtschaft,0,0,0,0,1,0
#vonderleyen,0,0,0,0,3,0
#vorsitzende,0,0,1,0,0,0
#vox,0,0,0,0,1,0
#völligirre,0,0,0,0,1,0
#wagenknecht,1,0,0,0,0,0
#wahlkreis,0,0,0,1,0,0
#washington,0,0,0,0,1,0
#wasistdalos,0,0,0,1,0,0
#wasserstoff,0,0,0,0,0,1
#wefafrica19,0,1,0,0,0,0
#wegmit219a,0,0,0,1,0,0
#weiblichesfeingefühl,0,0,0,0,1,0
#weiblichesprache,1,0,0,0,0,0
#weihnachtsperson,0,0,0,0,0,1
#weimar,0,0,0,0,1,0
#weltfrauentag,4,3,0,2,2,1
#weltfrauentag2019,1,0,0,0,0,0
#weltfrauentag2021,0,0,0,1,0,0
#wertsachearbeit,0,0,1,0,0,0
#wertschätzung,0,0,0,0,0,1
#widerstand,0,0,0,0,1,0
#wikigap,0,1,0,0,0,0
#wikipedia,0,2,0,0,0,0
#wirholendasdirektmandat,0,0,0,0,5,0
#wirsindbereit,0,1,0,0,0,0
#wirstehenzusammen,0,0,0,0,1,0
#wirweichennicht,0,0,0,0,1,0
#wissenschaft,4,1,0,0,2,0
#wissenschaftler,0,0,0,0,1,0
#wissenschaftsfeindlichkeit,0,1,0,0,0,0
#wissenschaftsfreiheit,4,1,0,0,1,0
#wissenschaftsrat,1,0,0,0,0,0
#witzepolizei,0,0,1,0,0,0
#wk194,0,0,0,0,4,0
#wohlstands,0,0,0,0,1,0
#wohnungsnot,0,0,0,0,1,0
#womanboards,0,0,0,1,0,0
#womenclimatejustice,1,0,0,0,0,0
#womeninfootball,0,1,0,0,0,0
#womeninscienceday,0,1,0,0,0,0
#womenpeacesecurity,0,0,0,1,0,0
#womenrights,1,0,0,0,0,0
#womensday,0,0,0,2,0,0
#womensrights,0,0,0,2,0,0
#womensrightsarehumanrights,0,0,0,1,0,0
#wps2020,0,0,0,1,0,0
#wpsin2020,0,0,0,1,0,0
#wutbürger,0,1,0,0,0,0
#zdf,0,0,0,0,1,0
#zeitgeist,0,0,0,0,1,0
#zerodiscriminationday,0,1,0,0,0,0
#zukunft,0,0,0,1,0,0
#zukunftssicherung,0,0,0,0,1,0
#zusammenhalten,0,0,0,1,0,0
#öde,0,0,1,0,0,0
#öffentlichrechtlich,0,0,0,0,1,0
#örr,0,0,3,0,0,0
#österreich,1,0,0,0,0,0
#übermannt,1,0,0,0,0,0
